unnamed:_0,unnamed:_1,unnamed:_2,sheet_name,source_file,document_type,order_no,count,date,supp_ref,supp_name,can_ord,item_code,item,description,quantity,ord_cost,grn_qty,grn_cost,inv_qty,return_qty
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021031.0,1.0,,400121,STILFONTEIN SPARES,,,S000018016,SERVICE,1.0,1950.0,1.0,1950.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021032.0,1.0,,800018,OLEORA SUPPLY AND PROJECTS (PTY) LTD,,,271527,PIPES PLASTIC 20M,100.0,4613.8,100.0,4613.8,100.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021033.0,1.0,,800018,OLEORA SUPPLY AND PROJECTS (PTY) LTD,,,271586,PIPES PLASTIC 50MM,1000.0,20897.8,1000.0,20897.8,1000.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021034.0,1.0,,800018,OLEORA SUPPLY AND PROJECTS (PTY) LTD,,,271609,PIPES PLASTIC 75 MM,30.0,140897.4,30.0,140897.4,30.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021035.0,1.0,,300296,ROCK BUILDING SUPPLIES,,,123428,SUPPLY,5.0,1324.51,5.0,1324.51,5.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021036.0,1.0,,402521,LEBEOANA CONSTRUCTION AND GENERAL SUPPLIERS,,,123428,SUPPLY,1.0,7832.4,1.0,7832.4,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021037.0,1.0,,404028,TOKAGALO TRADING (PTY) LTD,,,123428,SUPPLY,1.0,24621.9,1.0,24621.9,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021038.0,1.0,,300438,EARTHMOVING EQUIPMENT CC,,,S000018016,SERVICE,1.0,20334.76,1.0,20334.76,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021039.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,T000019079,TYRE,5.0,7600.3,5.0,7600.3,5.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021040.0,1.0,,400121,STILFONTEIN SPARES,,,S000018016,SERVICE,6.0,1800.0,6.0,1800.0,6.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021041.0,1.0,,105406,K.J STATIONERS,,,254993,STATIONERY,1.0,5847.32,1.0,5847.32,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021042.0,1.0,,840037,LUHAMBO SOLUTIONS(PTY)LTD,CAN,,400001,steel sheet,6.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021044.0,1.0,,840037,LUHAMBO SOLUTIONS(PTY)LTD,CAN,,400010,round bar 10MM,20.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021045.0,1.0,,840037,LUHAMBO SOLUTIONS(PTY)LTD,CAN,,400030,square tube 25x25x2mm,20.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021046.0,1.0,,840037,LUHAMBO SOLUTIONS(PTY)LTD,CAN,,400032,square tube 38x38x2mmx 6m,14.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021047.0,1.0,,840037,LUHAMBO SOLUTIONS(PTY)LTD,CAN,,400070,hinges butterfly,100.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021048.0,1.0,,840037,LUHAMBO SOLUTIONS(PTY)LTD,CAN,,400081,disk cutting,50.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021049.0,1.0,,400263,@ OFFICE WORLD,,,254993,STATIONERY,1.0,630.02,1.0,630.02,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021050.0,1.0,,840038,BOKAMOSO AFRICA SERVICES (PTY)LTD,,,255696,GARDEN HOSE 12MMX30M,60.0,30000.0,60.0,30000.0,60.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021054.0,1.0,,89005,SABAWANE GROUP (PTY) LTD,,,123428,SUPPLY,1.0,198800.0,1.0,198800.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021055.0,1.0,,840038,BOKAMOSO AFRICA SERVICES (PTY)LTD,,,272556,WEEDEATER LINE 2.5MM,40.0,29800.0,40.0,29800.0,40.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021059.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,P000015061,PUNCTURE REPAIR,1.0,1035.0,1.0,1035.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021061.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,P000015061,PUNCTURE REPAIR,1.0,1035.0,1.0,1035.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021062.0,1.0,,840042,QUICK STEP TRADING 575,CAN,,400050,locks ultra small,80.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021064.0,1.0,,840042,QUICK STEP TRADING 575,CAN,,400051,locks ultra big,80.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021065.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,0000123458,repair rear lower body panel:,1.0,90262.87,1.0,90262.87,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021066.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,0000123458,repair rear lower body panel:,1.0,48971.0,1.0,48971.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021067.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,0000123458,repair rear lower body panel:,1.0,55518.55,1.0,55518.55,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021068.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,0000123458,repair rear lower body panel:,1.0,191132.59,1.0,191132.59,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021069.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,0000123458,repair rear lower body panel:,1.0,29535.0,1.0,29535.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021071.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,0000123458,repair rear lower body panel:,1.0,48971.0,1.0,48971.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021072.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,6827.09,1.0,6827.09,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021073.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,6827.09,1.0,6827.09,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021075.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,6827.09,1.0,6827.09,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021076.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,6827.09,1.0,6827.09,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021077.0,1.0,,812186,SPHEKO PROJECT PTY LTD,,,144742,repairs of pallet jacks km35,18.0,291542.20002,18.0,291542.20002,18.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021078.0,1.0,,402016,TSK RESOURCES,,,144742,repairs of pallet jacks km35,1.0,245423.34,1.0,245423.34,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021080.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,6827.09,1.0,6827.09,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021081.0,1.0,,401781,RIBESRI GENARAL TRADING,,,0000123458,repair rear lower body panel:,1.0,33222.35,1.0,33222.35,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021082.0,1.0,,401781,RIBESRI GENARAL TRADING,,,0000123458,repair rear lower body panel:,1.0,103247.58,1.0,103247.58,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021084.0,1.0,,401781,RIBESRI GENARAL TRADING,,,0000123458,repair rear lower body panel:,1.0,33222.35,1.0,33222.35,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021085.0,1.0,,401781,RIBESRI GENARAL TRADING,,,B000001148,BRAKES REPAIR,1.0,24239.4,1.0,24239.4,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021086.0,1.0,,401781,RIBESRI GENARAL TRADING,,,0000123458,repair rear lower body panel:,1.0,33222.35,1.0,33222.35,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021087.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,P000015061,PUNCTURE REPAIR,1.0,287.5,1.0,287.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021088.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,T000019079,TYRE,1.0,1400.06,1.0,1400.06,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021089.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,,,S000018016,SERVICE,1.0,27650.0,1.0,27650.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021090.0,1.0,,300438,EARTHMOVING EQUIPMENT CC,,,S000018016,SERVICE,1.0,27939.11,1.0,27939.11,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021091.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,CAN,,T000019079,TYRE,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021092.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,CAN,,B000000099,BATTERY,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021093.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,T000019079,TYRE,1.0,4370.0,1.0,4370.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021094.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,CAN,,T000019079,TYRE,6.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021095.0,1.0,,910033,TLOTLO MANQOBA SOLUTIONS (PTY) LTD,,,EXCESS,excess payable for replacement,1.0,25000.0,1.0,25000.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021096.0,1.0,,910033,TLOTLO MANQOBA SOLUTIONS (PTY) LTD,,,EXCESS ADD,additional excess,1.0,25000.0,1.0,25000.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021097.0,1.0,,910033,TLOTLO MANQOBA SOLUTIONS (PTY) LTD,,,REPAIRS,repair council property,1.0,32752.0,1.0,32752.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021098.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,,,269086,PLANT HIRE,1.0,249300.0,1.0,249300.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021100.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,269086,PLANT HIRE,1200.0,462300.0,1200.0,462300.0,1200.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021101.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,269086,PLANT HIRE,400.0,147200.0,400.0,147200.0,400.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021102.0,1.0,,879955,HETANI TRADING ENTERPRISE (PTY) LTD,,,269086,PLANT HIRE,900.0,346725.0,900.0,346725.0,900.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021103.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,,,269086,PLANT HIRE,300.0,115575.0,300.0,115575.0,300.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021104.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,,,269086,PLANT HIRE,300.0,110400.0,300.0,110400.0,300.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021105.0,1.0,,401135,DREAMFINDER TRADING & PROJECT 115 CC,,,269086,PLANT HIRE,300.0,115575.0,300.0,115575.0,300.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021106.0,1.0,,401178,MOHAUMOLUTSI CIVIL WORKS (PTY) LTD,,,269086,PLANT HIRE,600.0,79350.0,600.0,79350.0,600.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021107.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,269086,PLANT HIRE,480.0,149040.0,480.0,149040.0,480.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021108.0,1.0,,840099,SWAMDLHA TRADING AND PROJECTS,,,269086,PLANT HIRE,720.0,165600.0,720.0,165600.0,720.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021109.0,1.0,,300438,EARTHMOVING EQUIPMENT CC,,,S000018016,SERVICE,1.0,10383.28,1.0,10383.28,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021110.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,,,177444,HIRE OF TIPPER TRUCK,2.0,140580.0,2.0,140580.0,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021112.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,,,H000007026,HIRE OF TLB,2.0,126720.0,2.0,126720.0,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021113.0,1.0,,3743,BATTERY CENTRE,,,B000000099,BATTERY,2.0,2450.28,2.0,2450.28,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021114.0,1.0,,3743,BATTERY CENTRE,CAN,,B000000099,BATTERY,2.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021115.0,1.0,,3743,BATTERY CENTRE,CAN,,B000000099,BATTERY,2.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021116.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,P000015061,PUNCTURE REPAIR,1.0,281.75,1.0,281.75,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021117.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,P000015061,PUNCTURE REPAIR,1.0,218.5,1.0,218.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021118.0,1.0,,804045,CREATIVE FLEET SOLUTION,CAN,,S000018016,SERVICE,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021119.0,1.0,,400121,STILFONTEIN SPARES,,,S000018016,SERVICE,1.0,2000.0,1.0,2000.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021120.0,1.0,,400121,STILFONTEIN SPARES,,,C000002130,COF,1.0,2000.0,1.0,2000.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021121.0,1.0,,400121,STILFONTEIN SPARES,,,S000018016,SERVICE,1.0,1800.0,1.0,1800.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021123.0,1.0,,210709,BLAQ.M,,,EXCESS,excess payable for replacement,1.0,773.51,1.0,773.51,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021125.0,1.0,,210709,BLAQ.M,,,EXCESS,excess payable for replacement,1.0,954.58,1.0,954.58,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021126.0,1.0,,3743,BATTERY CENTRE,,,REPLACE,replace stolen property,1.0,3771.01,1.0,3771.01,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021127.0,1.0,,820101,GLOBAL SOLUTIONS GROUP,,,EXCESS,excess payable for replacement,1.0,2500.0,1.0,2500.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021128.0,1.0,,820101,GLOBAL SOLUTIONS GROUP,,,EXCESS ADD,additional excess,1.0,7300.0,1.0,7300.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021129.0,1.0,,820101,GLOBAL SOLUTIONS GROUP,,,REPLACE,replace stolen property,1.0,6600.0,1.0,6600.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021130.0,1.0,,830056,RULAGANYANG TRADING ENTERPRISE,,,S000018016,SERVICE,1.0,9500.0,1.0,9500.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021131.0,1.0,,9003,NTEMI TRADING ENTERPRISE,,,S000018016,SERVICE,1.0,9500.0,1.0,9500.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021132.0,1.0,,9003,NTEMI TRADING ENTERPRISE,,,S000018016,SERVICE,1.0,9500.0,1.0,9500.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021133.0,1.0,,830056,RULAGANYANG TRADING ENTERPRISE,,,S000018016,SERVICE,1.0,9500.0,1.0,9500.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021134.0,1.0,,102652,KLERKSDORP RECORD,,,161104,advert,1.0,20258.4,1.0,20258.4,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021135.0,1.0,,102652,KLERKSDORP RECORD,CAN,,161104,advert,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021136.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,26823.64,1.0,26823.64,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021137.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,98038.08,1.0,98038.08,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021138.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,94860.17,1.0,94860.17,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021139.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,81273.61,1.0,81273.61,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021140.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,64597.57,1.0,64597.57,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021141.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,60438.94,1.0,60438.94,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021142.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,43635.72,1.0,43635.72,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021143.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,7235.11,1.0,7235.11,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021144.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,38584.11,1.0,38584.11,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021145.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,26891.14,1.0,26891.14,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021146.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,9887.13,1.0,9887.13,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021147.0,1.0,,800845,JAM R ENGINEERING WORKS,,,0000123458,repair rear lower body panel:,1.0,32139.97,1.0,32139.97,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021148.0,1.0,,100078,K P DEVELOPMENTS (PTY) LTD,,,123428,SUPPLY,1.0,29932.96,1.0,29932.96,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021149.0,1.0,,100161,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,,,P261659,POLE MOUNTING STRAPS,8.0,436024.8,8.0,436024.8,8.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021150.0,1.0,,800904,GREENFORD ENGINEERING CONSTRUCTION,,,224688,REPAIR AND MAINTENANCE,1.0,133755.35,1.0,133755.35,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021151.0,1.0,,800904,GREENFORD ENGINEERING CONSTRUCTION,,,224688,REPAIR AND MAINTENANCE,1.0,148557.0,1.0,148557.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021152.0,1.0,,800904,GREENFORD ENGINEERING CONSTRUCTION,,,224688,REPAIR AND MAINTENANCE,1.0,148793.9,1.0,148793.9,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021153.0,1.0,,800105,AGAH MARKETING AND PROJECTS,,,123428,SUPPLY,1.0,19800.0,1.0,19800.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021154.0,1.0,,850021,OSEGOFADITSWE TRADING ENTERPRISE (PTY) LTD,,,123428,SUPPLY,1.0,29436.0,1.0,29436.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021155.0,1.0,,800093,BOKAO AMAHLE HOLDINGS (PTY) LTD,,,123428,SUPPLY,1.0,3200.0,1.0,3200.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021157.0,1.0,,800093,BOKAO AMAHLE HOLDINGS (PTY) LTD,,,SUPPLY,supply and delivery,1.0,43200.0,1.0,43200.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021158.0,1.0,,810083,BOLEKANO BUILDING CONTRACTORS,,,269086,PLANT HIRE,1.0,410636.25,1.0,410636.25,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021160.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,269086,PLANT HIRE,1.0,414659.3,1.0,414659.3,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021161.0,1.0,,401126,CREATING BUSINESS SOLUTIONS,CAN,,0000123458,repair rear lower body panel:,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021162.0,1.0,,401126,CREATING BUSINESS SOLUTIONS,CAN,,0000123458,repair rear lower body panel:,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021163.0,1.0,,401450,ELEGANT LINE TRADING 785 CC,,,224688,REPAIR AND MAINTENANCE,1.0,76380.0,1.0,76380.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021164.0,1.0,,401450,ELEGANT LINE TRADING 785 CC,,,224688,REPAIR AND MAINTENANCE,1.0,63030.0,1.0,63030.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021165.0,1.0,,401450,ELEGANT LINE TRADING 785 CC,,,224688,REPAIR AND MAINTENANCE,1.0,92900.0,1.0,92900.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021166.0,1.0,,401450,ELEGANT LINE TRADING 785 CC,,,224688,REPAIR AND MAINTENANCE,1.0,47780.0,1.0,47780.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021167.0,1.0,,401450,ELEGANT LINE TRADING 785 CC,,,224688,REPAIR AND MAINTENANCE,1.0,43500.0,1.0,43500.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021168.0,1.0,,812136,GALEKILE QHENA TRADING,,,267385,pool acid 5ltr,3000.0,88062.0,3000.0,88062.0,3000.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021169.0,1.0,,401450,ELEGANT LINE TRADING 785 CC,,,224688,REPAIR AND MAINTENANCE,1.0,200820.0,1.0,200820.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021170.0,1.0,,59008,MAMKELI CONSTRUCTION AND PROJECTS,,,254993,STATIONERY,390.0,29995.68,390.0,29995.68,390.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021171.0,1.0,,404016,MAMOKOMANE FUNERAL PARLOUR,,,130358,PAUPER FUNERAL,1.0,6001.0,1.0,6001.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021172.0,1.0,,804045,CREATIVE FLEET SOLUTION,,,0000123458,repair rear lower body panel:,1.0,1350.0,1.0,1350.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1021173.0,1.0,,804045,CREATIVE FLEET SOLUTION,,,0000123458,repair rear lower body panel:,1.0,7540.0,1.0,7540.0,1.0,0.0
